uniprot	Gene Symbol	Gene (Peptide)...3	description	MitoCarta2.0	MOM_TING	Group ID	Number of Peptides Quantified	UT1_ratio	AO1_ratio	UT2_ratio	AO2_ratio	UT3_ratio	AO3_ratio	UT4_ratio	AO4_ratio	UT5_ratio	AO5_ratio	Gene (Peptide)...21	Welch's T-test Significant	welch_p_value	welch_log_fc	gene_name	id	log_fc	p_value	fdr	ave_ratio
P61922	Abat	Abat (#55)	4-aminobutyrate aminotransferase, mitochondrial OS=Mus musculus GN=Abat PE=1 SV=1	+	NA	2515	55	1.13041344896712	1.22906125093912	1.002051555749201	0.9875112468660932	0.9496044000535208	1.1047706684186671	1.016678690252827	0.8136167017632462	0.9012519049773314	0.9290736090720116	Abat (#55)	NA	0.9467063714884852	0.00807738	ABAT	P61922	0.025162103571061162	0.8112176499396895	0.8721015193920705	0.007955065985959922
P41233	Abca1	Abca1 (#14)	ATP-binding cassette sub-family A member 1 OS=Mus musculus GN=Abca1 PE=1 SV=4	NA	NA	604	14	1.0941195708604803	0.945764742357225	0.8550253610795726	0.7559832788741842	0.9560688735180441	0.8976426678067029	1.09215133306591	1.0945416504347691	1.0026348614759926	0.9541511843602041	Abca1 (#14)	NA	0.34572755910962916	-0.109431	ABCA1	P41233	-0.0923464350427335	0.3371879040108088	0.464152803606428	-0.052620572540226646
P41234	Abca2	Abca2 (#10)	ATP-binding cassette sub-family A member 2 OS=Mus musculus GN=Abca2 PE=1 SV=4	NA	NA	604	10	1.0834764061347715	0.9267840585969501	0.940160553964747	0.7700746318717864	0.9738393316494428	0.774611080941764	1.0650890230567434	0.8874516281998103	0.937434685194296	0.7921044120751808	Abca2 (#10)	NA	0.005595771860449626	-0.269949	ABCA2	P41234	-0.25286414134145196	0.002271784273503221	0.014281417719359446	-0.12963912467680838
Q8R420	Abca3	Abca3 (#13)	ATP-binding cassette sub-family A member 3 OS=Mus musculus GN=Abca3 PE=1 SV=3	NA	NA	1397	13	1.0165983127294247	0.9502964227949394	0.9450053610793081	0.8664584836447027	0.9440852929934488	0.8236874766384211	1.0913491578165706	1.0986566204566135	1.002961875381248	0.9289173103537868	Abca3 (#13)	NA	0.24259732063856412	-0.104066	ABCA3	Q8R420	-0.08698111099171238	0.2505858824644182	0.3743526856496145	-0.04602836772341926
Q8K448	Abca5	Abca5 (#6)	ATP-binding cassette sub-family A member 5 OS=Mus musculus GN=Abca5 PE=1 SV=2	NA	NA	3233	6	1.0251564280277232	0.9284237285476943	0.9878923203597746	1.0167257801200982	1.0045857820781499	0.9097788038535938	0.9707965410559267	1.0989737650788765	1.0115689284784253	0.9850660527187275	Abca5 (#6)	NA	0.6996583152957254	-0.0207766	ABCA5	Q8K448	-0.003691892828700997	0.9479079481722694	0.9685011786699681	-0.002545107669765506
Q8K441	Abca6	Abca6 (#2)	ATP-binding cassette sub-family A member 6 OS=Mus musculus GN=Abca6 PE=1 SV=2	NA	NA	944	2	1.0432367701559817	0.8700215628780278	0.9021175463245069	0.9162891041908774	1.0737343066801215	0.8648254894173589	0.9780202725446413	0.8908073704075964	1.0028911042947488	0.8851458500730919	Abca6 (#2)	NA	0.01310237424231996	-0.173308	ABCA6	Q8K441	-0.15622347282610577	0.011425650147356388	0.04121536428587901	-0.08111365537765924
Q8K440	Abca8b	Abca8b (#1)	ATP-binding cassette sub-family A member 8-B OS=Mus musculus GN=Abca8b PE=1 SV=2	NA	NA	3249	1	1.0723623572151952	0.8726166759354061	0.9090873354013147	0.7950071593378821	1.066979565909259	0.920540807762435	0.9764051373962439	0.91570833843884	0.9751656040779871	0.982876492232602	Abca8b (#1)	NA	0.04960666147156506	-0.157006	ABCA8B	Q8K440	-0.13992155464648776	0.04820374405571456	0.11179622509028347	-0.07318379094811861
Q9JI39	Abcb10	Abcb10 (#2)	ATP-binding cassette sub-family B member 10, mitochondrial OS=Mus musculus GN=Abcb10 PE=1 SV=1	+	NA	2219	2	0.9604856945931709	0.69894011360907915	0.9776358352160136	0.723963544579292	0.9784570491957605	0.7186454813575175	1.1727160803015986	0.828499030642326	0.9107053406934569	0.7135285022038398	Abcb10 (#2)	NA	6.049785825045287e-4	-0.4381	ABCB10	Q9JI39	-0.42101504389138694	5.6652283669871514e-5	0.0015079150398087076	-0.216408778662607
Q9DC29	Abcb6	Abcb6 (#15)	ATP-binding cassette sub-family B member 6, mitochondrial OS=Mus musculus GN=Abcb6 PE=1 SV=1	+	NA	1839	15	1.0434000097456524	1.1141341431636227	0.9552372234907613	0.9436381318275489	0.9564817680623765	0.907324241412275	1.0214306040476204	1.0498415012276203	1.0234503946535891	1.014274079744279	Abcb6 (#15)	NA	0.9293399354813552	0.00549458	ABCB6	Q9DC29	0.022579261693025637	0.7028776422414627	0.7920193933021706	0.009862274335829944
Q61102	Abcb7	Abcb7 (#15)	ATP-binding cassette sub-family B member 7, mitochondrial OS=Mus musculus GN=Abcb7 PE=1 SV=3	+	NA	599	15	1.040049458275805	0.9838681977029403	0.8928663915850539	0.7724044794195025	0.9444161793570406	0.7856972060325396	1.1396114668469113	0.9406569090777859	0.9830565039351888	0.8233728486027516	Abcb7 (#15)	NA	0.04780683580916363	-0.217436	ABCB7	Q61102	-0.2003517326070675	0.02867625527979764	0.07600422744709077	-0.10570597407184039
Q9CXJ4	Abcb8	Abcb8 (#9)	ATP-binding cassette sub-family B member 8, mitochondrial OS=Mus musculus GN=Abcb8 PE=1 SV=1	+	+	1527	9	1.0314488477177026	0.9314918892722152	0.9958633087285895	0.8852079862275111	0.9587751242732733	0.8401137730140886	1.0173118870732065	0.8135304203876732	0.9966008322072286	0.8927913286419119	Abcb8 (#9)	NA	0.002191744876472304	-0.197757	ABCB8	Q9CXJ4	-0.18067184065546849	0.0027102891611440177	0.01590324456187226	-0.0912150823628737
Q9JJ59	Abcb9	Abcb9 (#15)	ATP-binding cassette sub-family B member 9 OS=Mus musculus GN=Abcb9 PE=2 SV=1	+	NA	1231	15	1.0189063994328567	0.9635291240174682	0.9308204721435778	0.8766607416622197	0.938599151504508	0.8089131760895548	1.1570133335288264	1.0991653672560877	0.954660643390231	0.8960536356559093	Abcb9 (#15)	NA	0.2830850927260903	-0.109406	ABCB9	Q9JJ59	-0.09232125440335205	0.285231994754277	0.4103651391107611	-0.05147243233590518
O35379	Abcc1	Abcc1 (#4)	Multidrug resistance-associated protein 1 OS=Mus musculus GN=Abcc1 PE=1 SV=1	NA	NA	1584	4	1.0766332747949006	0.967903120277865	0.9823264772087503	0.9983440758730623	0.9343637902204827	0.8413231396367243	0.9356001449539617	0.9064804441543588	1.0710763128219045	0.9129516140633908	Abcc1 (#4)	NA	0.10989805341792297	-0.11153	ABCC1	O35379	-0.09444514545981256	0.17945476329495158	0.29223888164798806	-0.050486351495310874
Q9R1X5	Abcc5	Abcc5 (#1)	Multidrug resistance-associated protein 5 OS=Mus musculus GN=Abcc5 PE=1 SV=2	NA	NA	1884	1	1.0117401542613347	1.020081389031096	1.0148690401314002	0.9624657291470118	0.9474019679359814	1.0338399431577985	1.0361312905090723	1.112454808498079	0.9898575471622111	1.0320271479769116	Abcc5 (#1)	NA	0.2984241736783516	0.0448102	ABCC5	Q9R1X5	0.06189496776305603	0.1791278493713196	0.2918584782020328	0.02984323620117828
P48410	Abcd1	Abcd1 (#2)	ATP-binding cassette sub-family D member 1 OS=Mus musculus GN=Abcd1 PE=1 SV=1	+	NA	3085	2	1.0820603136093303	0.8520992508068009	0.9344762363848219	0.6731227221812115	1.005314036464614	0.7732442862494995	1.0162922631187805	0.927071585194233	0.961857150422453	0.7570362041754792	Abcd1 (#2)	NA	0.00930914939499576	-0.33493	ABCD1	P48410	-0.31784509321641696	0.001335348553142484	0.010124369939280288	-0.16118952696765879
Q61285	Abcd2	Abcd2 (#4)	ATP-binding cassette sub-family D member 2 OS=Mus musculus GN=Abcd2 PE=1 SV=1	+	NA	3975	4	1.2368791197602274	1.1388343566763772	0.9292116079571197	0.7856577033923685	0.872514948978559	0.8393103117297023	0.9900875424849641	0.8931609584215311	0.9713067808191305	0.8886147403102803	Abcd2 (#4)	NA	0.2970318362179343	-0.138847	ABCD2	Q61285	-0.12176193631074413	0.28406242334583065	0.4096865247932144	-0.07178887900170171
P55096	Abcd3	Abcd3 (#25)	ATP-binding cassette sub-family D member 3 OS=Mus musculus GN=Abcd3 PE=1 SV=2	+	NA	3084	25	1.1202328958582366	0.9670105164689483	0.9788048710831911	0.7676054816026534	0.9088171662605962	0.7734454912083173	1.0004931312157115	0.8814439217970457	0.9916519355822648	0.8220964041418107	Abcd3 (#25)	NA	0.014505075711091412	-0.249768	ABCD3	P55096	-0.23268303330630197	0.008038828517222303	0.03257530305027358	-0.12006770950291182
P61222	Abce1	Abce1 (#16)	ATP-binding cassette sub-family E member 1 OS=Mus musculus GN=Abce1 PE=1 SV=1	NA	NA	1325	16	1.0441944971204924	1.2060610049252916	0.9980858814746478	1.148405358541314	0.9629715925795022	1.16079917948315	1.0351210664385673	1.1293647626087644	0.9596269623867903	1.0806292242553686	Abce1 (#16)	NA	6.530553625421307e-4	0.19538	ABCE1	P61222	0.21246467982694622	4.691932937862199e-4	0.0051760212568479815	0.10489928838867849
Q6P542	Abcf1	Abcf1 (#15)	ATP-binding cassette sub-family F member 1 OS=Mus musculus GN=Abcf1 PE=1 SV=1	NA	NA	41	15	1.009217143398262	1.2588149498769947	1.0211400354195999	1.1940440792064468	0.9871185590887586	1.1861779261737317	1.0901190392792692	1.2222162157425018	0.8924052228141113	0.997768566195556	Abcf1 (#15)	NA	0.017481955080848464	0.22711	ABCF1	Q6P542	0.24419476525149766	0.004464615659408	0.021598322841992847	0.11865084812909764
Q99LE6	Abcf2	Abcf2 (#8)	ATP-binding cassette sub-family F member 2 OS=Mus musculus GN=Abcf2 PE=1 SV=1	+	NA	3594	8	1.024796261844848	1.3917907893225325	0.9586996660909696	1.214016920363021	0.9491975566131754	1.3096959580336391	1.135374845694296	1.2820520195443987	0.9319316697567107	1.1738965234450294	Abcf2 (#8)	NA	9.25550244763436e-4	0.350998	ABCF2	Q99LE6	0.36808269140321126	7.743819765694033e-5	0.0018417799014331462	0.1797475804756879
Q8K268	Abcf3	Abcf3 (#6)	ATP-binding cassette sub-family F member 3 OS=Mus musculus GN=Abcf3 PE=1 SV=1	NA	NA	748	6	0.9306721358077836	1.2796014963672244	1.016683349211408	1.3999866823308507	0.9831314577989206	1.168726942976368	1.0673810225279632	1.0897363313225628	1.0021320346539246	1.1582960830384246	Abcf3 (#6)	NA	0.00748100594726875	0.281842	ABCF3	Q8K268	0.2989265869796497	0.0013190595656087378	0.010037369322241673	0.14758681443136276
Q64343	Abcg1	Abcg1 (#2)	ATP-binding cassette sub-family G member 1 OS=Mus musculus GN=Abcg1 PE=1 SV=1	NA	NA	3492	2	0.8677393053656576	0.6579708048291751	0.97370720062553	0.9045967482277772	1.2654613068196567	1.0494692936910084	0.8814440430355739	0.8107469588767262	1.0116481441535816	1.0654979303340744	Abcg1 (#2)	NA	0.34167956066583893	-0.16425	ABCG1	Q64343	-0.14716564806340648	0.3201395497023013	0.44578648339000326	-0.08778211426990246
Q7TMS5	Abcg2	Abcg2 (#5)	ATP-binding cassette sub-family G member 2 OS=Mus musculus GN=Abcg2 PE=1 SV=1	NA	NA	773	5	1.0371128236476608	0.9862461019751355	0.9437639435050756	0.9297461920120215	0.9045017118337448	0.8916285692536591	1.123481987133429	1.170315709304722	0.9911395338800902	0.9843436877440733	Abcg2 (#5)	NA	0.8824388094079599	-0.0131656	ABCG2	Q7TMS5	0.003919112931425135	0.9598324380399732	0.9753791926442066	-0.0026002071649639637
Q99PE8	Abcg5	Abcg5 (#2)	ATP-binding cassette sub-family G member 5 OS=Mus musculus GN=Abcg5 PE=1 SV=1	NA	NA	604	2	0.8504992422554803	0.9561154307449429	0.9865717792220239	0.8074030152409878	0.9467224049099319	1.2512873481963689	1.2649282520602256	0.9885637474656417	0.9512783215523393	1.0356948496529337	Abcg5 (#2)	NA	0.9454293925459747	0.00982993	ABCG5	Q99PE8	0.026914621995300703	0.8200848484252219	0.8792261797721111	-5.834193824205344e-6
Q6PE15	Abhd10	Abhd10 (#3)	Mycophenolic acid acyl-glucuronide esterase, mitochondrial OS=Mus musculus GN=Abhd10 PE=1 SV=1	+	NA	2094	3	1.1006571865827484	1.2265497010417563	1.089708631613744	1.1331568966436607	0.9114550313074272	1.04273735935076	1.011567463456151	0.9426918454517137	0.8866116870399293	0.9470655672656795	Abhd10 (#3)	NA	0.43734986821794036	0.0800411	ABHD10	Q6PE15	0.09712585528970398	0.30413725168449873	0.43011044749865235	0.042426127438056425
Q8K4F5	Abhd11	Abhd11 (#4)	Protein ABHD11 OS=Mus musculus GN=Abhd11 PE=1 SV=1	+	NA	1927	4	1.0856695158740108	1.0158423882845988	0.9496670749807062	0.8403583736326231	0.9515488615986966	0.8590970564272794	1.0630212241330084	0.928907084380708	0.9500933234135782	0.8510057280736376	Abhd11 (#4)	NA	0.052148281354475565	-0.154649	ABHD11	Q8K4F5	-0.1375646322713583	0.048941484697222294	0.11275584990607114	-0.07187469829225643
Q99LR1	Abhd12	Abhd12 (#26)	Monoacylglycerol lipase ABHD12 OS=Mus musculus GN=Abhd12 PE=1 SV=2	NA	NA	2464	26	0.996358229350688	0.8887841892735112	0.9817217895316432	0.862918747900498	1.057165897545493	0.8987107862273774	0.9557622976845334	0.9135591459694965	1.0089917858876425	0.9263204070411761	Abhd12 (#26)	NA	0.0010990564516871622	-0.154736	ABHD12	Q99LR1	-0.1376510447655373	0.005967724945141898	0.026605929816010385	-0.07007337585397905
Q922Q6	Abhd14a	Abhd14a (#3)	Protein ABHD14A OS=Mus musculus GN=Abhd14a PE=1 SV=2	NA	NA	2254	3	0.9900431140140191	0.8556675682219947	1.0209241394574315	0.8572944704905573	0.9488979230608798	0.7821335347525566	1.0923967004631003	0.973679923572666	0.9477381230045689	0.9324682382467125	Abhd14a (#3)	NA	0.026544833156864903	-0.186141	ABHD14A	Q922Q6	-0.16905589509495333	0.02062779866309333	0.06083304131902347	-0.08700412146526165
Q9Z1Q2	Abhd16a	Abhd16a (#22)	Protein ABHD16A OS=Mus musculus GN=Abhd16a PE=1 SV=3	NA	NA	362	22	1.010153463942092	0.952727450514311	0.9703865559070755	0.9575526337731907	1.0291475037074889	1.0000923271243507	1.027131290508615	0.9929084389826015	0.9631811859347287	0.9782239039610428	Abhd16a (#22)	NA	0.20486275083735297	-0.0342988	ABHD16A	Q9Z1Q2	-0.017214056403555805	0.6449604168312177	0.744734614598351	-0.009616306810875606
Q99JW1	Abhd17a	Abhd17a (#5)	Protein ABHD17A OS=Mus musculus GN=Abhd17a PE=1 SV=1	NA	NA	537	5	1.1262002893739516	0.9558171779424686	0.9680439077600433	0.8551328076393799	0.9469551518180543	0.8670569901370628	1.02031038395642	0.915500708648394	0.9384902670915313	0.8943466647773605	Abhd17a (#5)	NA	0.03154931977544855	-0.153727	ABHD17A	Q99JW1	-0.13664186196281367	0.03249843321012724	0.08322047462461342	-0.07208177760174644
Q7M759	Abhd17b	Abhd17b (#6)	Protein ABHD17B OS=Mus musculus GN=Abhd17b PE=1 SV=1	NA	NA	537	6	1.011534632793698	0.9829278062544642	0.9493590962442121	0.8923140679693812	1.0022343559235467	1.0323091074576771	1.006688124500932	0.9853333007209116	1.030183790537611	1.006033585744357	Abhd17b (#6)	NA	0.47938561726292944	-0.0306584	ABHD17B	Q7M759	-0.013573657713072756	0.7621453024289598	0.8351469447200633	-0.007765205411316506
Q8VCV1	Abhd17c	Abhd17c (#8)	Protein ABHD17C OS=Mus musculus GN=Abhd17c PE=1 SV=2	NA	NA	660	8	1.0378216543737202	0.9891622167743498	0.9675602735248159	0.9207818881283738	0.9336088742154494	0.8783297230302816	1.0318473744357712	0.979778450498354	1.029161823450243	0.9918528403693936	Abhd17c (#8)	NA	0.16204252429706809	-0.0713602	ABHD17C	Q8VCV1	-0.05427552289827632	0.2980600105609068	0.4239120886899663	-0.0288638091016006
Q91ZH7	Abhd3	Abhd3 (#5)	Phospholipase ABHD3 OS=Mus musculus GN=Abhd3 PE=1 SV=1	NA	NA	3813	5	1.2221676216949113	1.0519147787482102	0.9310499862271862	0.745019257343411	0.8852254130499231	0.7831620185634454	1.0109001263730018	0.8209513374413071	0.950656852654977	0.8589015374421752	Abhd3 (#5)	NA	0.08426941906498052	-0.232289	ABHD3	Q91ZH7	-0.21520390066488224	0.05980702511544936	0.1301192842076994	-0.11741701248229672
Q8VD66	Abhd4	Abhd4 (#7)	Protein ABHD4 OS=Mus musculus GN=Abhd4 PE=1 SV=1	NA	NA	3217	7	1.067526299548864	1.3456769748324855	0.94796135684342	1.0822517036882793	0.8819369722964155	1.0066752139693096	1.0861100485335156	1.1189873212047687	1.016465322777785	1.1452968641699819	Abhd4 (#7)	NA	0.0709251070555854	0.186246	ABHD4	Q8VD66	0.20333097522120164	0.026877587442026774	0.07243399803958529	0.09695522310954202
Q9DBL9	Abhd5	Abhd5 (#2)	1-acylglycerol-3-phosphate O-acyltransferase ABHD5 OS=Mus musculus GN=Abhd5 PE=1 SV=1	NA	NA	4518	2	0.9955140657672239	1.011398771769141	0.9419018100885524	0.908448058789525	1.062470663079087	0.8773382049680458	1.0205917422698396	0.9862415486573227	0.9795217187952971	0.9739394900991709	Abhd5 (#2)	NA	0.17360290971388456	-0.0726381	ABHD5	Q9DBL9	-0.055553400105195994	0.28522984976040383	0.4103651391107611	-0.029388978133336786
Q8R2Y0	Abhd6	Abhd6 (#16)	Monoacylglycerol lipase ABHD6 OS=Mus musculus GN=Abhd6 PE=1 SV=1	NA	NA	3010	16	0.9883686498283238	0.8751277539066582	0.9503751567160594	0.8592185394980829	1.05133786184447	0.8890121323929249	0.98599660722419	0.8908233573052499	1.0239217243869565	0.9268134784351436	Abhd6 (#16)	NA	7.595913316755449e-4	-0.170635	ABHD6	Q8R2Y0	-0.15355063372300565	0.0029611458966888136	0.016806249328224415	-0.07808036958593477
Q8CBW3	Abi1	Abi1 (#27)	Abl interactor 1 OS=Mus musculus GN=Abi1 PE=1 SV=3	NA	NA	1518	27	1.0085114571434701	1.0120858261165822	1.0337331691644454	1.0367131856684666	1.0069724875282893	1.0707393698191001	0.9770813036202614	1.0127327544458957	0.9737015825435339	1.028390098633817	Abi1 (#27)	NA	0.07032666127863213	0.0456759	ABI1	Q8CBW3	0.06276057159581089	0.13250830986078632	0.23268935378417138	0.03058345641329117
P62484	Abi2	Abi2 (#12)	Abl interactor 2 OS=Mus musculus GN=Abi2 PE=1 SV=1	NA	NA	1518	12	1.0820435506057693	1.04802572102695	1.077799810617473	1.0515234401061453	0.945202311658161	0.9104537387007304	0.9340603101983083	0.9032385315161351	0.9608940169202889	0.9486514190785444	Abi2 (#12)	NA	0.5628387631544256	-0.0405276	ABI2	P62484	-0.02344288727059797	0.7422868388757842	0.8214798614946974	-0.015245871818123985
P00520	Abl1	Abl1 (#4)	Tyrosine-protein kinase ABL1 OS=Mus musculus GN=Abl1 PE=1 SV=3	NA	NA	1060	4	1.074547730145272	1.1659075324779047	0.9867147639329539	1.1438637827414455	1.0472765948323388	1.238121218126038	1.0003999328090751	1.0705382971298998	0.8910609782803611	1.0007342434103397	Abl1 (#4)	NA	0.04499663116805757	0.167533	ABL1	P00520	0.18461801674561845	0.01889158752232605	0.057362563083567686	0.08891864514084911
Q4JIM5	Abl2	Abl2 (#14)	Abelson tyrosine-protein kinase 2 OS=Mus musculus GN=Abl2 PE=1 SV=1	NA	NA	1060	14	0.9624316318645162	0.964887733556343	1.0263483258848727	1.0249786033193509	1.0504892698833275	1.0518653237119888	0.9806927584447411	1.0222846140816666	0.9800380139225429	1.0619433008121069	Abl2 (#14)	NA	0.318688946104491	0.035872	ABL2	Q4JIM5	0.05295669289879336	0.2515194079796123	0.375142467930675	0.02526209397350501
Q8K4G5	Ablim1	Ablim1 (#18)	Actin-binding LIM protein 1 OS=Mus musculus GN=Ablim1 PE=1 SV=1	NA	NA	453	18	0.9487805251677808	0.8093641945307944	1.0467783470747547	1.0063610732442116	0.9900622174185588	0.9464859966488108	0.9671969658900303	0.9936828074019305	1.0471819444488757	1.0279329453445298	Ablim1 (#18)	NA	0.36415895993208464	-0.0677643	ABLIM1	Q8K4G5	-0.05067960986108706	0.4781467067099213	0.6005637852350518	-0.02696274558662107
Q8BL65	Ablim2	Ablim2 (#12)	Actin-binding LIM protein 2 OS=Mus musculus GN=Ablim2 PE=1 SV=1	NA	NA	453	12	1.0407834038597739	0.9193790324984804	1.0248073604756618	1.0016408272483606	1.0062631957450134	0.9722226739155747	1.0268101004982604	1.086752982377357	0.9013359394212902	0.9954288372573468	Ablim2 (#12)	NA	0.89644923305183	-0.0072933	ABLIM2	Q8BL65	0.00979136928627276	0.8631392196317014	0.9125990227850392	0.0025226212357440524
Q69ZX8	Ablim3	Ablim3 (#7)	Actin-binding LIM protein 3 OS=Mus musculus GN=Ablim3 PE=1 SV=2	NA	NA	453	7	1.0421736600178841	0.8714250495043189	0.9956520441061889	1.040853793909301	0.9694692801343407	1.033511669465847	1.0688246179516907	0.9898152285969092	0.9238803977898948	0.9777539560293023	Ablim3 (#7)	NA	0.670884873638196	-0.0261669	ABLIM3	Q69ZX8	-0.009082153237130061	0.8825480798724524	0.924892085137957	-0.006905548278292169
Q5SSL4	Abr	Abr (#43)	Active breakpoint cluster region-related protein OS=Mus musculus GN=Abr PE=1 SV=1	NA	NA	80	43	0.9860775006727124	1.0520772315474345	1.018731561035526	1.0317434541618886	1.0289690307395525	1.127364536915806	0.961638764045221	0.9886592122168985	1.0045831435069872	1.0532595184213722	Abr (#43)	NA	0.0900264240861151	0.0703549	ABR	Q5SSL4	0.08743967574164613	0.07593434301376463	0.1543110186975626	0.04286154673521932
Q4KML4	Abracl	Abracl (#1)	Costars family protein ABRACL OS=Mus musculus GN=Abracl PE=1 SV=1	NA	NA	3979	1	1.0012069073551644	1.1885108019400523	1.0354496277805305	1.2196558683302499	0.9911100384031858	1.1399566016299085	1.0032511559206478	1.1804821063271915	0.9689822705404718	1.1485772033062376	Abracl (#1)	NA	9.914709638284704e-6	0.233098	ABRACL	Q4KML4	0.2501832006506188	5.236750536131782e-5	0.0014458675231914424	0.12431916456991872
